exchange,instrument_symbol,instrument_token,cost,ltp,stoploss_original,target_original,revised_stoploss,revised_target,sl_gap_percent,tgt_gap_percent,protect_after,protected,quantity,investment_amount,current_value,profit,profit_percent,distance,status,buy_sr_trigger,buy_bo_trigger,fetch_status,time,count,row_colour,sl_buy_tolerance_percent,rev_buy_percent,fund_allotted
NSE,SHILPAMED,4544513,789.46,842.75,716.0,1200.0,716.0,1200.0,3.0,10.0,950.0,No,70.0,55262.2,58992.5,3730.3,6.75,-15.04,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,2.0,3.0,55000.0
NSE,ASTERDM,386049,358.15,444.9,292.0,660.0,378.0,660.0,3.0,10.0,475.0,No,145.0,51931.75,64510.5,12578.75,24.22,-15.04,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,2.0,3.0,55000.0
NSE,JBCHEPHARM,441857,2020.87,1960.3,1620.0,2500.0,1615.0,2500.0,3.0,10.0,2130.0,No,27.0,54563.49,52928.1,-1635.39,-3.0,-17.61,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#E7A8B2,2.0,3.0,55000.0
NSE,HDFCAMC,1086465,4498.0,4322.85,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,9.0,40482.0,38905.65,-1576.35,-3.89,-99.98,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#E7A8B2,2.0,1.0,40800.0
NSE,DIXON,5552641,13796.0,14129.75,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,9.0,124164.0,127167.75,3003.75,2.42,-99.99,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,2.0,1.0,127000.0
NSE,HDFCAMC,1086465,4229.18,4322.85,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,14.0,59208.52,60519.9,1311.38,2.21,-99.98,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,2.0,1.0,59000.0
NSE,TIPSMUSIC,2333953,691.67,897.55,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,80.0,55333.6,71804.0,16470.4,29.77,-99.89,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,2.0,3.0,55000.0
NSE,CAMS,2333953,4497.15,4518.7,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,24.0,107931.6,108448.8,517.2,0.48,-99.98,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,2.0,3.0,106000.0
NSE,NIITMTS,4543233,306.03,441.3,433.0,700.0,433.0,700.0,3.0,10.0,560.0,No,190.0,58145.7,83847.0,25701.3,44.2,100.0,Archive,0.0,0.0,success,2024-11-01 21:54:42,276.0,#AB9EFF,2.0,3.0,55000.0
NSE,NIITLTD,2949633,89.93,165.37,138.0,300.0,138.0,300.0,7.0,20.0,197.0,No,322.0,28957.46,53249.14,24291.68,83.89,3.4,Buy,142.0,171.0,success,2024-11-01 21:54:42,276.0,#AB9EFF,2.0,3.0,55000.0
NSE,GAIL,1207553,183.22,200.16,204.5,237.0,204.35,269.5,1.0,10.0,235.0,No,266.0,48736.52,53242.56,4506.04,9.25,100.0,Cancelled,0.0,0.0,success,2024-11-01 21:54:42,276.0,#AB9EFF,2.0,3.0,55000.0
NSE,DOMS,5261057,2896.67,2847.55,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,32.0,92693.44,91121.6,-1571.84,-1.7,-99.96,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#E7A8B2,2.0,1.0,93500.0
NSE,ABBOTINDIA,4583169,28023.33,29295.5,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,9.0,252209.97,263659.5,11449.53,4.54,-100.0,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,2.0,1.0,93500.0
NSE,APOLLOTYRE,41729,467.12,503.2,409.0,550.0,409.0,550.0,3.0,10.0,530.0,No,208.0,97160.96,104665.6,7504.64,7.72,10.57,Buy,450.0,100000.0,success,2024-11-01 21:54:42,276.0,#AB9EFF,2.0,1.0,93500.0
NSE,HEROMOTOCO,345089,4604.0,5020.5,1.0,100000.0,5219.0,6750.0,3.0,10.0,6190.0,No,18.0,82872.0,90369.0,7497.0,9.05,100.0,Archive,0.0,0.0,success,2024-11-01 21:54:42,276.0,#AB9EFF,2.0,1.0,93500.0
NSE,ICICIBANK,1270529,1106.05,1291.8,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,90.0,99544.5,116262.0,16717.5,16.79,-99.92,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,1.0,3.0,55000.0
NSE,NATCOPHARM,1003009,947.88,1426.9,1130.0,1850.0,1130.0,1850.0,2.0,10.0,1565.0,No,43.0,40758.84,61356.7,20597.86,50.54,10.65,Buy,1275.0,100000.0,success,2024-11-01 21:54:42,276.0,#AB9EFF,1.0,3.0,55000.0
NSE,TCS,2953217,4169.61,3984.2,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,24.0,100070.64,95620.8,-4449.84,-4.45,-99.97,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#E7A8B2,1.0,3.0,55000.0
NSE,INDUSTOWER,7458561,254.2,342.85,359.0,550.0,359.0,550.0,3.0,10.0,457.0,No,405.0,102951.0,138854.25,35903.25,34.87,100.0,Archive,0.0,0.0,success,2024-11-01 21:54:42,276.0,#AB9EFF,1.0,3.0,55000.0
NSE,HARDWYN,2294273,47.12,40.48,23.22,100.0,23.22,100.0,7.0,10.0,56.0,No,1096.0,51643.52,44366.08,-7277.44,-14.09,-42.64,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#E7A8B2,1.0,3.0,55000.0
NSE,DOMS,5261057,2896.67,2847.55,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,10.0,28966.7,28475.5,-491.2,-1.7,-99.96,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#E7A8B2,2.0,1.0,25500.0
NSE,BSE,5013761,3814.55,4463.65,1.0,100000.0,1.0,100000.0,3.0,10.0,100000.0,No,36.0,137323.8,160691.4,23367.6,17.02,-99.98,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#B7D793,2.0,2.0,138000.0
NSE,SBILIFE,5582849,1662.46,1628.85,1540.0,1900.0,1540.0,1900.0,3.0,10.0,1835.0,No,33.0,54861.18,53752.05,-1109.13,-2.02,-5.45,Holding,0.0,0.0,success,2024-11-01 21:54:42,276.0,#E7A8B2,2.0,2.0,55000.0
